id,text,original_label,label,question,A,B,C,D,E,F
924,South African trio share advantage,"['0', '0', '0', '39', '0', '8']","[0.0, 0.0, 0.0, 0.8297872340425532, 0.0, 0.1702127659574468]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1150,Bad weather cancels men's downhill,"['0', '0', '5', '2', '51', '12']","[0.0, 0.0, 0.07142857142857142, 0.02857142857142857, 0.7285714285714285, 0.17142857142857143]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1145,Mbeki: 2010 World Cup Planning on Track,"['0', '0', '0', '35', '0', '2']","[0.0, 0.0, 0.0, 0.9459459459459459, 0.0, 0.05405405405405406]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1149,Apple's dark secret? The 39% claim,"['4', '0', '4', '0', '9', '23']","[0.1, 0.0, 0.1, 0.0, 0.225, 0.575]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1361,University offers support to New Orleans school,"['0', '0', '0', '54', '0', '20']","[0.0, 0.0, 0.0, 0.7297297297297297, 0.0, 0.2702702702702703]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1249,Brith Airways baggage charges cause confusion,"['5', '13', '4', '0', '14', '18']","[0.09259259259259259, 0.24074074074074073, 0.07407407407407407, 0.0, 0.25925925925925924, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1330,Creating a whole album in a month?,"['0', '0', '0', '22', '0', '42']","[0.0, 0.0, 0.0, 0.34375, 0.0, 0.65625]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1348,Obama: I'm running for president,"['0', '0', '0', '31', '0', '20']","[0.0, 0.0, 0.0, 0.6078431372549019, 0.0, 0.39215686274509803]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1364,Prehistoric lovers found locked in eternal embrace,"['0', '0', '0', '45', '12', '48']","[0.0, 0.0, 0.0, 0.42857142857142855, 0.11428571428571428, 0.45714285714285713]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1065,Kim Jong-il bans Japanese cars in North Korea,"['18', '15', '8', '0', '17', '35']","[0.1935483870967742, 0.16129032258064516, 0.08602150537634409, 0.0, 0.1827956989247312, 0.3763440860215054]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1467,Win a (concert) date with the Police,"['0', '0', '10', '33', '6', '12']","[0.0, 0.0, 0.16393442622950818, 0.5409836065573771, 0.09836065573770492, 0.19672131147540983]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1271,"Beauticians cut, curl, offer stroke-prevention info","['0', '0', '0', '40', '1', '29']","[0.0, 0.0, 0.0, 0.5714285714285714, 0.014285714285714285, 0.4142857142857143]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1156,Body Shop's Roddick has Hepatitis C,"['0', '0', '18', '0', '48', '43']","[0.0, 0.0, 0.1651376146788991, 0.0, 0.44036697247706424, 0.3944954128440367]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1362,"Storm causes slick, icy roads","['2', '4', '39', '0', '21', '5']","[0.028169014084507043, 0.056338028169014086, 0.5492957746478874, 0.0, 0.29577464788732394, 0.07042253521126761]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1447,Kuerten returns to winners' circle,"['0', '0', '0', '41', '0', '17']","[0.0, 0.0, 0.0, 0.7068965517241379, 0.0, 0.29310344827586204]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
892,Roddick overcomes Federer in final,"['0', '0', '0', '29', '0', '23']","[0.0, 0.0, 0.0, 0.5576923076923077, 0.0, 0.4423076923076923]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
947,De Villiers stretches overall lead,"['0', '0', '0', '38', '0', '8']","[0.0, 0.0, 0.0, 0.8260869565217391, 0.0, 0.17391304347826086]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1390,Isinbayeva sets 20th world record,"['0', '0', '0', '69', '0', '31']","[0.0, 0.0, 0.0, 0.69, 0.0, 0.31]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
558,Ganguly handed India squad call-up,"['4', '4', '6', '31', '5', '12']","[0.06451612903225806, 0.06451612903225806, 0.0967741935483871, 0.5, 0.08064516129032258, 0.1935483870967742]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1408,Grammys ready to name winners,"['0', '0', '0', '40', '0', '18']","[0.0, 0.0, 0.0, 0.6896551724137931, 0.0, 0.3103448275862069]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1319,'Blazing Angels' for PS3 fails to soar,"['0', '0', '12', '4', '42', '12']","[0.0, 0.0, 0.17142857142857143, 0.05714285714285714, 0.6, 0.17142857142857143]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1334,"Bernanke: Economy healthy, but...","['0', '0', '16', '8', '9', '12']","[0.0, 0.0, 0.35555555555555557, 0.17777777777777778, 0.2, 0.26666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1094,"Russian bird flu outbreak is deadly ""Asian strain""","['0', '0', '71', '0', '18', '22']","[0.0, 0.0, 0.6396396396396397, 0.0, 0.16216216216216217, 0.1981981981981982]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
633,"Rio De Janeiro journal: drawing lines across the sand, between classes","['16', '14', '2', '2', '26', '4']","[0.25, 0.21875, 0.03125, 0.03125, 0.40625, 0.0625]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1032,India decries 'an act of sabotage',"['34', '12', '40', '0', '28', '20']","[0.2537313432835821, 0.08955223880597014, 0.29850746268656714, 0.0, 0.208955223880597, 0.14925373134328357]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
724,"Second hanging also went awry, Iraq tape shows","['19', '38', '27', '0', '54', '5']","[0.13286713286713286, 0.26573426573426573, 0.1888111888111888, 0.0, 0.3776223776223776, 0.03496503496503497]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
820,Super Bowl MVP Manning insists he's one of the guys,"['0', '0', '0', '9', '0', '6']","[0.0, 0.0, 0.0, 0.6, 0.0, 0.4]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
754,PC World editor slain at California home,"['14', '10', '51', '0', '77', '4']","[0.08974358974358974, 0.0641025641025641, 0.3269230769230769, 0.0, 0.4935897435897436, 0.02564102564102564]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
935,"In Kenya's capital, a sense that danger is ever stronger","['0', '0', '66', '0', '29', '20']","[0.0, 0.0, 0.5739130434782609, 0.0, 0.25217391304347825, 0.17391304347826086]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1092,1 mln birds to be vaccinated from bird flu near Moscow,"['0', '0', '19', '42', '5', '34']","[0.0, 0.0, 0.19, 0.42, 0.05, 0.34]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1118,Feeding your brain: new benefits found in chocolate,"['0', '0', '0', '70', '0', '35']","[0.0, 0.0, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1137,Allmendinger joining Toyota team in NASCAR ,"['0', '0', '0', '47', '0', '14']","[0.0, 0.0, 0.0, 0.7704918032786885, 0.0, 0.22950819672131148]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
647,"Finally, Senate okays anti-terror bill Manila","['3', '0', '17', '42', '12', '4']","[0.038461538461538464, 0.0, 0.21794871794871795, 0.5384615384615384, 0.15384615384615385, 0.05128205128205128]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
954,"Chinese president arrives in Mozambique, African tour nearly over","['0', '0', '4', '33', '5', '16']","[0.0, 0.0, 0.06896551724137931, 0.5689655172413793, 0.08620689655172414, 0.27586206896551724]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
801,Rice: U.S. won't pull plug on Iraq,"['8', '3', '0', '16', '7', '4']","[0.21052631578947367, 0.07894736842105263, 0.0, 0.42105263157894735, 0.18421052631578946, 0.10526315789473684]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1141,Merriman violation stuns ex-teammate,"['6', '13', '9', '0', '15', '35']","[0.07692307692307693, 0.16666666666666666, 0.11538461538461539, 0.0, 0.19230769230769232, 0.44871794871794873]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1380,Woman fights to keep drunken driver in jail,"['54', '15', '17', '25', '6', '19']","[0.39705882352941174, 0.11029411764705882, 0.125, 0.18382352941176472, 0.04411764705882353, 0.13970588235294118]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
774,Too young for this: facing cancer under 40,"['19', '0', '39', '0', '80', '22']","[0.11875, 0.0, 0.24375, 0.0, 0.5, 0.1375]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1496,Ex-pastor gets death sentence,"['5', '6', '12', '0', '73', '44']","[0.03571428571428571, 0.04285714285714286, 0.08571428571428572, 0.0, 0.5214285714285715, 0.3142857142857143]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
845,China urges UN action on N Korea,"['26', '3', '31', '0', '0', '12']","[0.3611111111111111, 0.041666666666666664, 0.4305555555555556, 0.0, 0.0, 0.16666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1469,"Jet flips in snowstorm, none dead","['0', '0', '30', '35', '29', '18']","[0.0, 0.0, 0.26785714285714285, 0.3125, 0.25892857142857145, 0.16071428571428573]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
696,Squadron apologies over 'friendly-fire' death,"['13', '35', '26', '0', '49', '13']","[0.09558823529411764, 0.25735294117647056, 0.19117647058823528, 0.0, 0.3602941176470588, 0.09558823529411764]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1164,Alaska's northern lights captivate Japanese,"['0', '0', '0', '52', '0', '28']","[0.0, 0.0, 0.0, 0.65, 0.0, 0.35]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
508,Lawmaker seeks iPod ban in crosswalks in New York,"['11', '0', '0', '0', '4', '38']","[0.20754716981132076, 0.0, 0.0, 0.0, 0.07547169811320754, 0.7169811320754716]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1296,Gunman 'was Srebrenica survivor',"['4', '0', '19', '7', '17', '30']","[0.05194805194805195, 0.0, 0.24675324675324675, 0.09090909090909091, 0.22077922077922077, 0.38961038961038963]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
913,Here come the Globes!,"['0', '0', '0', '59', '0', '16']","[0.0, 0.0, 0.0, 0.7866666666666666, 0.0, 0.21333333333333335]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1182,Fear hinders black marrow donation,"['0', '0', '51', '0', '42', '11']","[0.0, 0.0, 0.49038461538461536, 0.0, 0.40384615384615385, 0.10576923076923077]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1279,Napping may be good for your heart,"['0', '0', '0', '51', '0', '35']","[0.0, 0.0, 0.0, 0.5930232558139535, 0.0, 0.4069767441860465]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
851,North Korea claims nuclear test,"['29', '3', '63', '0', '19', '24']","[0.21014492753623187, 0.021739130434782608, 0.45652173913043476, 0.0, 0.13768115942028986, 0.17391304347826086]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
882,"Attack video saddens ""friendly fire"" widow","['13', '11', '16', '0', '80', '0']","[0.10833333333333334, 0.09166666666666666, 0.13333333333333333, 0.0, 0.6666666666666666, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
580,Bananaconda inventor is top poet of kids,"['0', '0', '0', '63', '0', '24']","[0.0, 0.0, 0.0, 0.7241379310344828, 0.0, 0.27586206896551724]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1290,J.K. Rowling marks spot of 'Potter's' end,"['0', '0', '2', '6', '36', '21']","[0.0, 0.0, 0.03076923076923077, 0.09230769230769231, 0.5538461538461539, 0.3230769230769231]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
963,Beckham outlines reasons for move,"['0', '0', '0', '12', '2', '7']","[0.0, 0.0, 0.0, 0.5714285714285714, 0.09523809523809523, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1100,Sexualisation 'harms' young girls,"['23', '16', '11', '0', '19', '6']","[0.30666666666666664, 0.21333333333333335, 0.14666666666666667, 0.0, 0.25333333333333335, 0.08]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
602,A Mistrial for Lieut. Watada,"['15', '15', '0', '0', '0', '15']","[0.3333333333333333, 0.3333333333333333, 0.0, 0.0, 0.0, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
786,What Newsom faces in aftermath of scandal,"['10', '13', '20', '0', '10', '2']","[0.18181818181818182, 0.23636363636363636, 0.36363636363636365, 0.0, 0.18181818181818182, 0.03636363636363636]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
900,Carrefour sales growth falls short,"['0', '0', '7', '0', '26', '10']","[0.0, 0.0, 0.16279069767441862, 0.0, 0.6046511627906976, 0.23255813953488372]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
866,Ferrer victorious in Spanish duel,"['2', '0', '15', '70', '1', '13']","[0.019801980198019802, 0.0, 0.1485148514851485, 0.693069306930693, 0.009900990099009901, 0.12871287128712872]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1230,Vietnamese bank plans IPO listing,"['0', '0', '0', '23', '0', '6']","[0.0, 0.0, 0.0, 0.7931034482758621, 0.0, 0.20689655172413793]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1353,Bosses sleeping on idea of letting workers take naps,"['0', '0', '3', '20', '10', '39']","[0.0, 0.0, 0.041666666666666664, 0.2777777777777778, 0.1388888888888889, 0.5416666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1142,Bruce revells in upset,"['14', '0', '0', '0', '14', '8']","[0.3888888888888889, 0.0, 0.0, 0.0, 0.3888888888888889, 0.2222222222222222]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
660,Male sweat can raise hormones,"['0', '7', '0', '8', '0', '62']","[0.0, 0.09090909090909091, 0.0, 0.1038961038961039, 0.0, 0.8051948051948052]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1452,See if your city is one of the United States' top 10 fittest or fattest,"['5', '7', '13', '11', '11', '32']","[0.06329113924050633, 0.08860759493670886, 0.16455696202531644, 0.13924050632911392, 0.13924050632911392, 0.4050632911392405]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
502,Sights and sounds from CES,"['0', '0', '0', '17', '0', '4']","[0.0, 0.0, 0.0, 0.8095238095238095, 0.0, 0.19047619047619047]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
659,Palestinians say clashes hurt their cause,"['32', '2', '26', '0', '46', '8']","[0.2807017543859649, 0.017543859649122806, 0.22807017543859648, 0.0, 0.40350877192982454, 0.07017543859649122]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1268,United Nations peacekeepers raid Haitian slum,"['3', '0', '7', '28', '22', '20']","[0.0375, 0.0, 0.0875, 0.35, 0.275, 0.25]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1008,Anglicans rebuke U.S. branch on same-sex unions,"['23', '15', '12', '0', '17', '12']","[0.2911392405063291, 0.189873417721519, 0.1518987341772152, 0.0, 0.21518987341772153, 0.1518987341772152]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1104,Bush vows cooperation on health care,"['0', '7', '10', '60', '10', '0']","[0.0, 0.08045977011494253, 0.11494252873563218, 0.6896551724137931, 0.11494252873563218, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1007,"Iran says Sunnis, using Pakistan as base, planned fatal bombing","['19', '9', '83', '0', '16', '16']","[0.13286713286713286, 0.06293706293706294, 0.5804195804195804, 0.0, 0.11188811188811189, 0.11188811188811189]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1391,Lawmakers blast FDA drug safety oversight,"['31', '9', '15', '14', '26', '14']","[0.28440366972477066, 0.08256880733944955, 0.13761467889908258, 0.12844036697247707, 0.23853211009174313, 0.12844036697247707]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1227,Corn stoves popping up in U.S. homes,"['0', '0', '0', '13', '0', '37']","[0.0, 0.0, 0.0, 0.26, 0.0, 0.74]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1488,Apple trademark dispute settled,"['12', '0', '0', '32', '6', '10']","[0.2, 0.0, 0.0, 0.5333333333333333, 0.1, 0.16666666666666666]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1134,Seahawks' QB Hasselbeck out 2-4 weeks,"['0', '0', '0', '6', '31', '10']","[0.0, 0.0, 0.0, 0.1276595744680851, 0.6595744680851063, 0.2127659574468085]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1272,"Siesta cuts risk of heart disease death, study finds","['0', '0', '6', '49', '3', '55']","[0.0, 0.0, 0.05309734513274336, 0.4336283185840708, 0.02654867256637168, 0.48672566371681414]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
795,Why gas follows oil up but not down,"['7', '7', '5', '0', '6', '32']","[0.12280701754385964, 0.12280701754385964, 0.08771929824561403, 0.0, 0.10526315789473684, 0.5614035087719298]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
967,Blog: Here come the Globes!,"['0', '0', '0', '49', '0', '11']","[0.0, 0.0, 0.0, 0.8166666666666667, 0.0, 0.18333333333333332]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
752,Beckham 'won't play again for Real',"['0', '7', '0', '0', '29', '18']","[0.0, 0.12962962962962962, 0.0, 0.0, 0.5370370370370371, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1183,Texan allegedly joined Somalia rebel plot,"['45', '9', '19', '0', '30', '29']","[0.3409090909090909, 0.06818181818181818, 0.14393939393939395, 0.0, 0.22727272727272727, 0.2196969696969697]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
673,"Skip the showers: male sweat turns women on, study says","['0', '12', '0', '12', '0', '69']","[0.0, 0.12903225806451613, 0.0, 0.12903225806451613, 0.0, 0.7419354838709677]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1059,Paris police investigate package at Canadian embassy,"['6', '4', '37', '8', '12', '7']","[0.08108108108108109, 0.05405405405405406, 0.5, 0.10810810810810811, 0.16216216216216217, 0.0945945945945946]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
986,Next island hot spot: St. Lucia,"['0', '0', '0', '49', '0', '15']","[0.0, 0.0, 0.0, 0.765625, 0.0, 0.234375]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
644,Porn ring scandal reaches Australia,"['46', '60', '6', '0', '43', '20']","[0.26285714285714284, 0.34285714285714286, 0.03428571428571429, 0.0, 0.24571428571428572, 0.11428571428571428]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1081,Canadian breakthrough offers hope on autism,"['0', '0', '6', '48', '10', '18']","[0.0, 0.0, 0.07317073170731707, 0.5853658536585366, 0.12195121951219512, 0.21951219512195122]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
793,Blair apologises over friendly fire inquest,"['6', '1', '12', '12', '43', '4']","[0.07692307692307693, 0.01282051282051282, 0.15384615384615385, 0.15384615384615385, 0.5512820512820513, 0.05128205128205128]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
718,Police probe 2 church fires half mile apart,"['0', '2', '48', '0', '50', '6']","[0.0, 0.018867924528301886, 0.4528301886792453, 0.0, 0.4716981132075472, 0.05660377358490566]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1038,Iraq insurgents attack US base,"['27', '3', '64', '0', '26', '9']","[0.20930232558139536, 0.023255813953488372, 0.49612403100775193, 0.0, 0.20155038759689922, 0.06976744186046512]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
623,Variety: Johnny Depp to make movie of spy poisoning,"['0', '2', '8', '13', '4', '19']","[0.0, 0.043478260869565216, 0.17391304347826086, 0.2826086956521739, 0.08695652173913043, 0.41304347826086957]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
599,Updates on world's top stories,"['0', '0', '0', '14', '0', '2']","[0.0, 0.0, 0.0, 0.875, 0.0, 0.125]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1086,High cholesterol raises stroke risk healthy women,"['0', '0', '45', '0', '17', '23']","[0.0, 0.0, 0.5294117647058824, 0.0, 0.2, 0.27058823529411763]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
761,Germany agonizes over a brain drain,"['9', '0', '17', '0', '51', '2']","[0.11392405063291139, 0.0, 0.21518987341772153, 0.0, 0.6455696202531646, 0.02531645569620253]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1169,Anna Nicole claimant: A prince of a guy?,"['0', '0', '0', '1', '22', '27']","[0.0, 0.0, 0.0, 0.02, 0.44, 0.54]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1159,Violence continues at disputed holy site,"['31', '2', '31', '0', '38', '2']","[0.2980769230769231, 0.019230769230769232, 0.2980769230769231, 0.0, 0.36538461538461536, 0.019230769230769232]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
685,Township tourism booming in South Africa,"['0', '0', '0', '82', '0', '32']","[0.0, 0.0, 0.0, 0.7192982456140351, 0.0, 0.2807017543859649]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
921,Ice storms kill 21 across nation,"['8', '0', '54', '0', '93', '16']","[0.04678362573099415, 0.0, 0.3157894736842105, 0.0, 0.543859649122807, 0.0935672514619883]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
848,Mbeki on the big visit from the Chinese,"['0', '0', '3', '18', '0', '19']","[0.0, 0.0, 0.075, 0.45, 0.0, 0.475]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
968,Greek police hunt embassy attackers,"['48', '2', '22', '4', '13', '0']","[0.5393258426966292, 0.02247191011235955, 0.24719101123595505, 0.0449438202247191, 0.14606741573033707, 0.0]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
680,NFL team's fan of the year: 'Flag Lady',"['0', '0', '0', '50', '0', '21']","[0.0, 0.0, 0.0, 0.704225352112676, 0.0, 0.29577464788732394]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1377,Rockers big winners at Brit Awards,"['0', '0', '0', '64', '0', '13']","[0.0, 0.0, 0.0, 0.8311688311688312, 0.0, 0.16883116883116883]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
889,Ice storm brings chaos in U.S.,"['6', '2', '57', '0', '35', '14']","[0.05263157894736842, 0.017543859649122806, 0.5, 0.0, 0.30701754385964913, 0.12280701754385964]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
840,Attorneys point fingers in fight between Ryan O'Neal and son,"['46', '15', '24', '0', '27', '4']","[0.39655172413793105, 0.12931034482758622, 0.20689655172413793, 0.0, 0.23275862068965517, 0.034482758620689655]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1046,Damaged Japanese whaling ship may resume hunting off Antarctica,"['11', '10', '20', '30', '31', '12']","[0.09649122807017543, 0.08771929824561403, 0.17543859649122806, 0.2631578947368421, 0.2719298245614035, 0.10526315789473684]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1370,Siestas may cut heart disease risk,"['0', '0', '4', '54', '2', '30']","[0.0, 0.0, 0.044444444444444446, 0.6, 0.022222222222222223, 0.3333333333333333]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
918,Barbaro's legacy: saving other horses,"['0', '0', '6', '30', '22', '11']","[0.0, 0.0, 0.08695652173913043, 0.43478260869565216, 0.3188405797101449, 0.15942028985507245]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
697,New Orleans violence sparks tourism fears,"['23', '0', '75', '0', '32', '8']","[0.16666666666666666, 0.0, 0.5434782608695652, 0.0, 0.2318840579710145, 0.057971014492753624]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
596,Archaeologists find remains of couple locked in a hug,"['0', '0', '0', '43', '16', '79']","[0.0, 0.0, 0.0, 0.3115942028985507, 0.11594202898550725, 0.572463768115942]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
549,Global web of suspects in child-rape download,"['55', '54', '0', '0', '36', '13']","[0.34810126582278483, 0.34177215189873417, 0.0, 0.0, 0.22784810126582278, 0.08227848101265822]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
1474,African nation hopes Whoopi can help,"['0', '0', '1', '35', '1', '12']","[0.0, 0.0, 0.02040816326530612, 0.7142857142857143, 0.02040816326530612, 0.24489795918367346]","After reading this news articles, the readers may feel ",angry.,disgust.,fear.,joy.,sadness.,surprise.
