article_id,title,comment_counter,comment_text
26896111,NDP and Bloc pay the price of Liberal win in Quebec,source1_26896111_4,"Pleased to see Duceppe and the BQ soundly defeated in this election. This separatist party is an also-ran, full of bigots, that are irrelevant outside of Quebec. Don't let the door hit you guys on your way out!"
32480429,"If Britain leaves the EU, will Scotland leave Britain?",source1_32480429_3,"A considerable amount of Northumbria would have to secede from England in order to make Hadrians Wall the border, it is located well into the north of a England."
27239226,It's 2015: Why is raw sewage floating through Montreal?,source1_27239226_10,So you're doing the right thing and pooping in a can and storing it in your home for the week until the raw sewage dump ends and the usual waste treatment resumes? Or just bellyaching with no alternative to offer when upgrade work needs to happen.
16093832,Special police powers = extra police responsibility,source1_16093832_11,"If someone is threatening a police officer with a knife and does not drop the knife when told to do so, he or she can logically expect dire consequences. Would we not all agree?"
22449000,France may be overreaching in crackdown after Charlie Hebdo murders,source1_22449000_4,we are at war and dieuxdonne is an enemy sympathizer. He should be detained for the duration of the conflict.
11251554,"Two years in the making, an unpredictable B.C. election campaign is set to officially begin",source1_11251554_20,"Yeah, 'unpredictable' in the sense that Christy Clark has no idea what she's going to do once she's turfed from office."
30946848,Let's face it: The world has an Islamic problem,source1_30946848_40,"'Being Muslim in the West in 2016 means having your faith?s compatibility with modern, peaceful, democratic values questioned on a daily basis by at least three constituencies:...'Yes, at least three."
24677642,"At FIFA, no one bends it like Blatter",source1_24677642_4,"One good point. The proposal of Switzerland broking the tax free status. Then only then FIFA will play fair. But better yet, Blatter kicked out."
19436344,By-election results show Harper Tories have reason to worry,source1_19436344_39,"Attack ads need ammunition, we have a navy without ships, (royal) air force without planes, infantry without new vehicles. I was with the loosing Germany army at the end od WWII, we had no gasoline, no fighting--losers."
16919705,"As convention nears, the real Justin Trudeau needs to stand up",source1_16919705_3,Or he could be like Harper and declare thus and such as being a vital policy only to ignore or disavow it a couple of months later.
31291638,So much for flossing - and for the tyranny of expertise,source1_31291638_5,So the British don't floss......and the prime example of what happens when they don't floss==== Austin Powers teeth!
26813887,My children and I are caught in a useless bureaucratic nightmare,source1_26813887_45,"I hope that more retired judges, public servants and distinguished Canadians continue to speak out about the state of the law and democracy in Canada. We have deteriorated to the point that former SCC judges have to speak out. Speaks volumes."
24580833,Trust in police is at a low ebb. Here's one way to fix it,source1_24580833_12,Two reasons for the lack of trust and respect. 1) No more interaction due to no more cops on the beat. 2) Cops or retired cops investigating fellow cops whenever one of them is suspected of breaking the law or using excessive force.
26226601,Forget labels when we witness such dire human need,source1_26226601_4,"Sorry, you want Canada not to pick refugees based on religion, but yet you head the Canadian Muslim Congress. Too funny."
19460059,How did we get both Kathleen Wynne and Rob Ford? A changing Ontario,source1_19460059_1,We got both of them because of the way provincial and municipal elections work. Neither Wynne or Ford won a majority from the perspective of the popular vote - both are well below 50% - yet have a mandate to govern.
10732160,"In foreign affairs, you get what you give",source1_10732160_3,"This government has decided to bury its collective tiny head ever deeper in the sand. There is no 'foreign policy', there is no 'international stature', they successfully relegated Canada from a bit player to sidelined status. Shame."
20283968,Reducing parole is not a crime-reduction strategy,source1_20283968_1,Harper does not care that his 'tough on crime' legislation doesn't work. All he cares about is that it makes him look tough and impresses his gullible voter base.
14241046,"Quebec's secular charter is clearly unconstitutional, but could still become law",source1_14241046_41,We need a legal system free of the Religious dogma.
19768103,Putin's war of ideas cuts to the heart of Europe,source1_19768103_23,"my god just let them seperate. You can't plead democracy and then ignore the rebels democratic wish to seperate. The US needed to step in but now that ethnic Ukraine's are relatively safe, let the ethnic russians go. They're going to win either way."
22799859,How Ottawa's new terrorism act could chill free speech,source1_22799859_13,Is there a law that hasnt been abused by authorities? When passing laws you have to assume they wil be used to their limit by people you dont agree with.
26197012,"To end the migrant crisis, give more support to refugees",source1_26197012_13,1) Differentiate between genuine refugees and those who are economic migrants. 2) Help the genuine refugees / displaced persons. 3) Let the economic migrants follow the rules and regulations that cover each country's immigration/ entry systems.
13903186,Why Canadian citizenship is a scourge for Ted Cruz,source1_13903186_8,Cruz is creepy. So is Marco Rubio.
26546244,NDP's prescription is mere rhetoric and poor policy,source1_26546244_54,And Mr.Harper's policy of 'here's the money klddies now don't bother me' is better??????
29648180,Why France's Hollande is losing his grip,source1_29648180_2,France is where socialist ideologues bump heads with economic reality. As much as I feel that Canada benefits from the continued existence of the NDP I wouldn't want them to gain a majority federal government.
14688732,Parizeau takes his message to the tabloids,source1_14688732_3,"I may not be a Quebecer, but as a Canadian I consider myself a child of the Quiet Revolution. I am confused why more of our politicians do not appreciate the element of our identity."
28658038,Not a great model for native health care,source1_28658038_1,"I used to work for them. The OAG report barely scratches the surface, it's even worse than what is being reported. This organization is rotten through and through. The transfer from Health Canada was just a power play, nothing more, nothing less."
26573134,Canada's foreign policy should be about statecraft - not stagecraft,source1_26573134_6,"Listen up CBC, Janice Stein is not the only one who knows something about International Relations. Heinbecker can always be relied upon for insightful commentary informed by a lifetime on the world stage. Pick up the phone CBC."
21445732,A bridge name too far?,source1_21445732_10,"We know that Hides-in-Closet Steve loves his hockey. Also fits with Cons' plan to create their own version of history. Wipe out icons - Cartier, Agnes Macphail, etc."
28568039,Jeffrey Simpson: Canada's energy future is a long way from green,source1_28568039_19,The report is helpful - as fas as it goes. But the failure to mention nuclear power is extremely surprising! Surely this is where our future lies.
30004148,"After the Fort Mac fire, a frank talk is needed",source1_30004148_38,'And scientists will tell you it?s exceedingly difficult to link the man-made warming of the Earth to a single inferno such as this one.'Apparently not so difficult for a journalist.
8765756,The spiritual side of Idle No More,source1_8765756_11,"Wow, the racists are really out in force here today. The sad thing is that the probably think they are realists, not racists."
32374332,Tempest in a yeast pot: Britain has stickier problems than Marmite,source1_32374332_23,'tastes delicious on toast'. Has she ever tasted the stuff? Delicious is not how I would describe it.
31750423,Kellie Leitch: Xenophobia doesn't have to be a conservative value,source1_31750423_69,"'Many conservatives cannot even talk about solutions to issues like economic inequality or climate change, because they start out being ideologically incapable of acknowledging the problem.'That pretty much sums up conservatives in a sentence."
29218852,The core of Trump's success? A black hole of ignorance,source1_29218852_3,"'(Canadian Conservatives take note; you, too, have been flirting with this approach for the past 10 years).'Amen to that."
32278545,He'll likely lose - but Trump is the final warning to elites,source1_32278545_153,Wow. Columnists in the MSM are starting to get it!
26287800,"The UN, Syria and a crisis in confidence",source1_26287800_12,Good Grief! Regurgitated leftist one world government claptrap. If the Un failed let's set up a mini UN so that one can fail too.
20588364,Memo from the NHL: Two minutes for being exciting,source1_20588364_6,"It's more exciting to watch 'professional' wrestling than to watch the NHL fights. On the other hand, watching a professional hockey game is very exciting."
27607030,Times have changed. Should we still glorify (bigoted) historical heroes?,source1_27607030_50,"One day we will view negatively the constant division of people by race, religion and gender ('because it's 2015') by our governments and media. Viewing people as discerning individuals is something that seems to escape these archaic institutions."
19286655,Fix the link where science and policy meet,source1_19286655_16,What a load of tripe. Why does any government need evidence or facts to introduce legislation?
20499427,"The Middle East, remade and unmade",source1_20499427_6,'Duplicitousness'? I believe the word that you are looking for is 'duplicity'.
26020439,Why defence matters in this election,source1_26020439_10,"This is something that has been 'bungled' in Canada ultimately since the 1960'sI do not expect it to get better, and in fact worse, regardless of what party(s) form a government."
27306077,Why Michael Chong would be a good fit as Conservative leader,source1_27306077_22,Mr. Chong was a junior minister. Why not Mr. Baird?
20126915,The North Pole is a distraction,source1_20126915_8,This is something no one cares about or pays any attention yet Harper is squandering taxpayer money on it.But then he does like to try to distract the public. He needs and wants to avoid close scrutiny.
26195459,What happened to the Liberals' francophone foundation?,source1_26195459_42,If your bilingual French and English and voting for Harperman you want to take another look at Harperman's attempts to destroy bilingualism in our nation.
26915906,The Arab world's challenge,source1_26915906_1,"If you believe that this prescription is actually possible in the Middle east, I want to let you know that I've got a unicorn for sale. It's out back dancing in the moonbeams, playing with the buttercups and daisies..."
10645044,The UN drought program did Africa no good. Canada was right to withdraw,source1_10645044_6,There's probably going to be another drought in Somalia in a few years. I hope they are making preparations for this in advance. No one should be surprised next time this occurs and that includes gullible westerners.
32037552,"For Butts and Telford, hindsight is 20/20, and also convenient",source1_32037552_31,"These payments were a form of signing bonus. Signing bonuses are common in the private sector. The LPC should have used their own money, not tax dollars. This is as good of an example of entitlement as you will find in Canadian politics."
28466632,"If the dollar goes south, brains will follow",source1_28466632_25,Don't forget an additional 10% additional income taxes for high earners in the land of ice and snow.
20749642,Jim Prentice has had a good start. Up next? The hard part,source1_20749642_4,Well we know one thing. Prentice will clean up the PR. Time will tell on everything else. I don't believe he will be the man and I have not thrown him under the bus. He has time to prove it. Now the rubber hits the road. God Speed.
32481050,"For Justin Trudeau, avoiding conflict of interest is more of a suggestion than a rule",source1_32481050_3,The Old Grey Globe is Back. Good job
15469480,The one-child policy has hurt parents - and the economy,source1_15469480_2,The one child policy helped the world. China can't grow itself out of its aging population problem. How about a compromise. Every other couple can have two children. Chinas growth will eventually kill the planet and must be stopped.
29886499,Get thee to a library: It's more important than ever,source1_29886499_12,Put in a Starbucks in watch them fill up.
12821569,Toronto Mayor Ford is justifiably angry over Sousa's blindside move,source1_12821569_23,Isn't it the Mayor's job to know about these things and to foster a relationship with the Province? You can only called someone an a_h0le so many times before they prove you right.
21818339,"On pipelines, politicians are just listening to the people",source1_21818339_48,"Every young person I know has been indoctrinated with environmentalism. They think, like their electronics, that the whole world works by waving their finger at a screen, by magic."
22072983,"Corrections Canada is sentenced to fail, again and again",source1_22072983_0,"Mr. Harper and most of the members of his ?base? claim to be Christian, but where is there any Christianity in this approach to the weakest members of our society?"
20794295,"For inefficiency, this agency gives us the full monty",source1_20794295_33,My 69 year old disabled wife goes through security on a little electric scooter and does she ever get a going over! At our tiny airport in Campbell River the security personnel sometimes outnumber the passengers.
17612316,"Alison Redford's one-note legacy? It's called progress, baby",source1_17612316_0,Ministers don't step down that easily anymore. But they still refer to each other as 'Honourable' no matter what.
32933479,Is America better off and the planet safer?,source1_32933479_16,"Obama talks a lot - like a preacher. And it was interesting to listen to him. But as for getting stuff done as POTUS, he was mostly a failure. However with Trump now in, we may indeed look back on his reign nostalgically."
21702419,Is this America's most fractious divide?,source1_21702419_13,"Second president in a row to say, 'We are a nation of immigrants'"
21311824,New security laws have to strike the right balance,source1_21311824_13,It won't be too hard to strike a better balance than PM Trudeau did when he invoked the War Measures Act & suspended democracy in Oct 1970.
17779009,Help! Ontario is having more gas pains,source1_17779009_27,Ontario will get the government it DESERVES in the next election so if they want more Liberal government....
12444856,Harper's re-election chances may hinge on trade deal with Europe,source1_12444856_2,I think this is giving voters too much credit.
22932072,Parliament must reject the anti-terror bill,source1_22932072_5,"It's tough to say what is the bigger danger to Canadians, terrorism or the Harper government."
26286461,The migrant crisis: A reality check of political will,source1_26286461_10,"Women and children first, the men can come later after vetting."
30746157,The bullies of Black Lives Matter,source1_30746157_23,"It is hard to believe, but I totally agree with Maggie Wente on this one."
28952804,"Sex, drugs and dying: You've come a long way Canada",source1_28952804_10,"The more we are educated the faster we evolve and change for the better of all. A new era has arrived in being smart about sex, drug policy and crime and respecting someones right to die with dignity."
29764868,Plane talk: A handy glossary for the non-Arabic speaking flier,source1_29764868_31,"There is an easy solution not to get kicked off a flight since many people are edgywhen it comes to certain Arabic speaking individuals, whether justified or not; speak English, case closed."
11643979,"Peladeau chairs Hydro-Quebec, raises conflict of interest concerns",source1_11643979_5,This tick will keep moving and sucking on everything like a leech until it gets old and dies.
7263013,Economic truth: Alberta's not here for itself alone,source1_7263013_1,"Read, or at least Google The Spirit Level - why more equal societies are almost always better."
27728097,"At Rio Olympics, surviving the water sports will require a miracle",source1_27728097_6,The olympics is WORSE than FIFA. At least FIFA was just fraud.
11783704,How employment equity will take a hit from dodgy national data,source1_11783704_13,"With modern statistical methods there is no need to mandate a census. In regards to employment equity, it's a concept who's time has passed."
12140173,Language credentials turned upside-down in HD Mining case,source1_12140173_1,This is a joke right. The language spoken at the work place must be Chinese Mandarin. That is illegal right? Are we in Canada? Have we been bought by China?
24491892,China risks becoming an outlier,source1_24491892_5,"'new threats to U.S. primacy in Asia' ------------------------------------------- Looking at a map of Asia, I don't think China is the outlier."
12174669,One problem with new rules for senators: The definition of 'resident',source1_12174669_4,The only problem is with the senate is that it has not been abolished to save taxpayers money. Its a body that collects paycheques and laughs at the Canadian public.
22246941,A green light for Keystone? A Russian default? Another cyber-attack? Place your bets on 2015,source1_22246941_0,"I suppose you can quibble about any of these, but I'd bet the probability of a Russian bond default is much higher than 26%."
26849491,Conservative campaign makes for tired television,source1_26849491_36,"It blows me away, with the burgeoning war chest that the CPC is reported to have amassed, that they could produce such corny, third-rate commercials such as the ones to which we have been subjected over the past several months."
15059008,Beginning of the end for the Kirchner era,source1_15059008_5,"Only a 2% growth rate while the UK has the admiration of Europe with its .7, and Canada's is 1.5. Boy wadda mess in Argentina. Fascism is relentless."
28026597,Jeffrey Simpson: A not-so-sunny outlook for Canada's economy,source1_28026597_25,"As that Liberal gentleman conceded on The National last night, 'The economy is what will really matter.'"
21348261,Scrapping the PSA test for prostate cancer is an injustice to men,source1_21348261_13,"A good column. Uneven PSA results mean that I am under supervision for 'a cranky prostate', proved to be non-cancerous, and for that I'm grateful. Certain routine tests may be unnecessary, but not this one."
14895025,Harper sells consumers down the river with CETA,source1_14895025_56,"Most Canadians are tired of being held hostage by Unions especially the dairy industry. Why would the government allow the drug industry to keep the price of drugs high, effectively causing government and Canadians to pay a higher price?"
28079345,Lessons from a lifetime of self-improvement,source1_28079345_17,Best advice is to go device-free for a week or two each year. I tried it last year and like any addiction it soon wanes when the drug is not there. I think I'll repeat the same again this year.
21354222,"Lone wolves, police state",source1_21354222_10,"Three words, The Minority Report"
15305463,It's business unusual at Toronto City Hall,source1_15305463_2,"Yesterday I had to explain to my 8- and 4-year-olds what crack was, what drugs were, and why they were bad for you. Earlier this week, they kept repeating to each other 'GET OFF MY PROPERTY!!!!!'. At least he's not coaching them football."
14900515,Ontario's pension ambitions are a big risk and a hard sell for Wynne,source1_14900515_4,And I would want my pension plan and savings managed by this bunch of incompetent crooks ?!NOT ....
29266448,Why give drivers a free ride? Bring on the road tolls,source1_29266448_9,A very large component of the price for gasoline is taxes that were supposed to be earmarked for road construction and maintenance.
29658795,Canada should lead on African drought and hunger,source1_29658795_6,I accurately predicted that there would be another drought in the region. How come the people who live in the region couldn't? Since we're on the subject there will be ANOTHER drought there in approximately a decade. Why don't they PLAN for it?
29642815,"Reality bites Trudeau: Rhetoric is easy, governing isn't",source1_29642815_96,"Wait a minute! Ms Wente says the Conservatives approved the deal in 2014, but Steve Chase can't seem to remember this fact."
30906684,East is the new West as Tories line up to lead,source1_30906684_30,Caught Tony Clement up on his hind legs the other day: I believe the expression is 'throwing his hat in the ring'. What a complete cipher this man is.
18997566,Hillary writes the book on self-promotion,source1_18997566_7,We should always be wary of individuals who seek office for the vague purpose of making the world a better place. We would do better by candidates who pledge to try to avoid doing more harm to a wounded world.
30562260,George Stroumboulopoulos a victim of hockey's inherent conservatism,source1_30562260_44,"QUOTE: ' Sometimes the old ways are the good ones.'-Right. So, bring back HOWIE MEEKER. Still going strong at age 92!"
17040723,How would Justin Trudeau govern? Time for him to start talking,source1_17040723_59,"Hard to start talking about policy when you HAVE NONE. Justin is a lightweight with a lucky last name and nothing else. Dion down, Iggy down, one more to go!"
27490483,The spirit of the Commonwealth needs to be revived - and quickly,source1_27490483_5,Someone needs to let him know.... it's the 21st century.
21553164,Canada can't hide any longer after U.S.-China climate deal,source1_21553164_21,"Who has been to China lately? I was there 5 yrs ago - Shanghi (sp?) and and 800 miles inland. So help me, with no exaggeration there was no blue sky to see....!! Hope it's improved since then if China leads the way on reform.....!"
23440389,A big fat surprise for dietary dogma,source1_23440389_116,Reminds one of the scientific dogma surrounding global warming. I guess the science that was so 'settled' on thin evidence wasn't so 'settled' after all.
22672289,Canada's bluster over Palestine's ICC bid betrays its principles,source1_22672289_8,"Obviously Netanyahu is scared of what will happenThat is why he is lobbying Canada, the US and Australia among others to reduce funding to the ICC. Let us see if Baird's diplomatic corps has enough chutzpah to withstand Baird's likely capitualtion"
14819642,Majority of Canadians approve of assisted suicide: poll,source1_14819642_11,"It is not the business of anyone if I want to commit suicide, and/or have a doctor or anyone else assist me. No law is required."
30824689,Will Americans really watch - and truly see - the hatred in their midst?,source1_30824689_66,"The Liberal GTA priestess speaks. Ever lived in Jane-Finch ? No, I didn't think so."
14112165,Who's failing math? The system,source1_14112165_149,It's not just math that's getting dumb-downed. These days high school science has been reduced to studying farts as an alternate fuel source.
28271093,Every Canadian has a role to play in the fight against terror,source1_28271093_15,Not up to his standard. Reads like a student essay handed in at the last moment.
28569267,Assisted dying: Parliament must let doctors practise with a clear conscience,source1_28569267_0,Looking at the jccf website one can see that it is a far right wing advocacy organization. Its concerns about constitutional freedoms are restricted to right wing issues.
25080072,This MP is a rarity in Ottawa's partisan bubble,source1_25080072_19,what an oxymoron... giving politics a good name....!
19629923,Make press freedom a UN development goal,source1_19629923_2,"As long as press is owned by rich media barons, press freedom is nothing but a licence to propaganda, by mafia of journalists"
20227825,Hollande stands his ground on austerity,source1_20227825_7,Hollande is much like our former Premier Dalton McGuinty. He to promised to balanced budgets and a big reduction in the deficit. Dalt was really not a leader at all. Couldn't say no. Hollande is the same.
31498825,The pitiable pivots of Trump,source1_31498825_10,Getting a haircut isn't a pivot.
27652852,Encryption is crucial to our privacy and freedom,source1_27652852_5,Do you know how to recover info from deleted hard-drives?
13585573,High expectations weigh heavily on Tim Hudak,source1_13585573_14,Coming in second place in four ridings nets zero seats. It amounts to nothing. The PCs had better change leaders very quickly or end up like Michael Ignatieff
23371274,Blaming Nemtsov's death on the usual suspects: the Chechens,source1_23371274_7,Is this anything like the Harper regime rushing to blame things on terrorists? Just asking.
17925176,"The oath to the Queen: We swear, it's fair",source1_17925176_4,The monarchy is a colonial anachronism. Best be rid of it one day.
21603242,Do the leather-trousered troubadours know Africa already has a charity Ebola single?,source1_21603242_6,he best observation; 'Combing his hair with a badger' hilarious. she has a good way ofkeeping your attention...
25836150,Amnesty's stance on sex work is too narrow in its focus,source1_25836150_11,Debra Haak carefully refrains from any estimate of the proportion of sex workers who are coerced and is equally dismissive of the applicability of laws related to extortion and blackmail. A very shallow approach.
11391159,Torture was not useful against terror,source1_11391159_25,The global manhunt is on for terrorists: jefffadness. blogspot.com/2013/04/recent-terror-activity-in-us-spawns.html
10934025,The obese already pay more. Why shame them with higher air fares?,source1_10934025_105,Fat is about a 50lbs to maybe 85lbs overweight? After that it's morbidly obese and you can do something about it.
27255554,Why economic growth is part of the climate solution,source1_27255554_6,"Junior is convinced that climate change is man made, then he implements wealth distribution policies to pay low income people to have more children. The man is unless."
13621207,Putin isn't just humiliating Washington - he's testing it,source1_13621207_31,Bear dancing with prancing eagle....
25188410,Just what are they teaching at Dalhousie dentistry school?,source1_25188410_10,There was no Justicejust cover ups
26115657,How a few 'spoiler' seats could topple the Conservatives,source1_26115657_59,"If Harper wins, there are two men responsible. Thomas Mulcair and Justin Trudeau."
29764432,Time to get First Nations beyond a chronic state of emergency,source1_29764432_5,Can we declare a state of emergency on our existing provincial government while we're at it?
8158816,"That's it for the penny. Now, about those nickels...",source1_8158816_12,What I don't like is spending $7MM to melt the penny. Why waist the time and energy. It sounds like Dief torching the Arrow.
15513300,Mulcair is very clear and clearly wrong on Clarity,source1_15513300_37,This is very disheartening indeed. There is absolutely no way I can vote for Drama Teacher or Mail Boy. Until Mulclair took this position I was considering him as a last resort. Not so much any more.
16540869,Lost in the York U furor: Accommodation isn't a trump card,source1_16540869_4,"How can we reasonably expect to accommodate people who view our humanistic laws as circumventable, while they congregate in their mosque, synagogue, church or temple to reaffirm how perfect and inalterable their god-given laws are?"
26849491,Conservative campaign makes for tired television,source1_26849491_13,"Excellent! I adore your wicked sense of humour. Yes, Harper et al are about to 'jump the shark'. Let's hope they don't make it to the other side of the tank."
17673671,"Pauline Marois's campaign of fears, real and imaginary",source1_17673671_8,Maybe she should blame sexism for the loss?
25235710,Why the Greek bailout failed,source1_25235710_27,So there you have itGreece is a third world country along with ukraine
31915025,"On Vancouver housing prices, governments are still flying blind",source1_31915025_13,If you are Canadian you pay taxes on your worldwide income just like the US. Period. All money coming into the country is taxable and does not arrive as a tax exempt gift just like Norway. Period.
13696119,Next in the pipeline: Pauline Marois,source1_13696119_1,Quebec needs a deal no doubt so a pipeline can cross the province--just hope it is not going to wreck this project-if it does it can leave confederation soonest and the pipeline be re-routed through Maine.
17818970,The oil sands haven't heard the last of random testing,source1_17818970_3,If someone screws up at work fire or discipline them for that. Otherwise unless perhaps you're in a safety critical position it's none of their business.
24181049,You call this an auto strategy?,source1_24181049_23,We need a 'Fewer autos' strategy to help combat climate change. I'll support a 'More transit' strategy.
16892818,B.C. is failing to protect children at risk,source1_16892818_1,"damn straight'As a country, we must do better, much better, no matter who we offend in the process.'"
26135131,Ukraine: the forgotten conflict,source1_26135131_39,The authors are well aware that our current government's interest in Ukraine was a purely rhetorical exercise. Though I do expect Mr Harper to enlist in the Ukrainian defense forces after leaving office in October.
9966416,The budget should restrain absenteeism,source1_9966416_24,"'But on average, civil servants in Ottawa are absent for 18 days a year'____________________________________________And some SENATORS rarely show up for work at all. How about tackling the WORST offenders first, Mr. Clement?"
15560839,Canadian women deserve more than a 'revenge porn' law,source1_15560839_12,"Best advice, ladies, men too, do not let yourself be filmed or have pictures taken when compromised. Sooner or later it may or will end up online."
29388708,Provinces will feel the bite when it comes to health care transfers,source1_29388708_13,Martin balanced the budget by cutting transfer payments. I imagine this is strategic and will result in the least damage to core Liberal supporters.
31264641,"Supreme Court bench may become more diverse, but not ideologically",source1_31264641_11,"Alceste - The last time Konrad Yakabuski wrote a column on diversity on the Supreme Court was on October 12, 2015. Diversity to Alceste is when everyone thinks like she does. ?War is peace. Freedom is slavery. Ignorance is strength.?"
25671209,Are you Canadian enough to vote?,source1_25671209_8,Maybe they will get more people to vote in this election simply because people will realize that they will no longer have any form of democracy if they don't.
20912608,Only a limited Canadian mission against ISIS deserves support,source1_20912608_10,"Politicians' Logic: Something Must Be Done. This is Something. Therefore, we must do this! Dogs have four legs, my cat has four legs, therefore my cat is a dog..."
24441851,"No, solitary confinement does not cure mental illness",source1_24441851_4,Who ever said it did it just keeps the nutbars confined. Too many of them running loose now.
20884825,Stopping the Ontario government's bailout train,source2_20884825_80,Naughty naughty Ontario !!Too much spending and not enough work !!Off to bed with you without equalization until you can behave like afiscally prudent provinceAnd yes this hurts me more than it hurts youxoxolove Alberta
26288173,"On Syrian refugees, Harper has one last chance to change course",source1_26288173_35,Stephen has lost the trust of Canadians. Any change now will just hurt his own base and he will not pick up any new votes.
28793901,"Seven premiers have strong disapproval ratings, poll suggests",source1_28793901_47,I guess the premier of PEI does not count
30688522,Next up for the EU: a Frexit referendum?,source1_30688522_4,So everything is not hunky-dory in the big European family. Is this the group Scotland is so eager to join and young Londoners are so despondent about leaving?
25566492,Wanted: Stronger U.S. leadership,source1_25566492_10,"Okay, former ambassador, you don't like the P5+1 plan. What's *YOUR* plan?"
25725559,Planned Parenthood under siege,source1_25725559_33,But these were doctors discussing a legimate medical need - so how is this bad?
17673671,"Pauline Marois's campaign of fears, real and imaginary",source1_17673671_11,"Some of it is strategy, some of it is pure inferiority complex finding its expression in Ms Marois' positions. And she wants to lead a country ?"
11841998,"On Ontario budget, Horwath is decidedly undecided",source1_11841998_0,Ms. Horvath whom I once respected highly is into political gamesmanship BIG TIME. I guess she wants a 92 million dollar election in which she & the NDP will come in 3rd once again in a minority government. THAT'S SO SAD.
13866633,Vancouver's Grouse Mountain is a grind - but not deadly,source1_13866633_2,Also known as the butt sniff trail.
29648307,"Arctic cruises: fun for tourists, bad for the environment",source1_29648307_6,"Ships sink and ships break down. If everyone gets off the ship into lifeboats, now how do you rescue 1600 people when it will take days to get a large enough ship into the vicinity?"
31161027,The Forcillo case: The difficult art of passing sentence,source1_31161027_5,Forcillo will live with his actions for the rest of his life.
15268846,No heroes in this Senate morality tale,source1_15268846_4,"What everyone should learn and be concerned about, no matter what your (ideological or) tribal persuasions are is the obvious fact that the Rule of Law does not exist in Canada."
28088488,The all-American 'birther' battle,source1_28088488_6,Who cares? None of these candidates could run a party in a brothel and they want to lead the US? Good luck with that.
21165401,Don't panic: There's no North American Ebola outbreak,source1_21165401_1,"More people will die on Canada's roads any day of the week, than have died so far in Europe, and North America from Ebola. And probably half those dying will not have been wearing seat belts."
21391845,Income-splitting and a motley crew of deductions,source1_21391845_6,I prefer tax cuts for those of us with blonde hair and blue eyes. If we're picking winners and losers then why not? It's about as arbitrary. Don't even get me started about those unworthy single parents....
31567297,Donald Trump's most pernicious falsehood,source1_31567297_65,The 'most pernicious falsehood' is to believe that the U.S. electoral system can't be rigged.
13449826,Experiments on Aboriginals fuel a new hunger for honour,source1_13449826_2,The lack of comments are indicative to the concerns and consideration of non-nativesincluding the federal government !!!
30890232,China's international law problem is as wide as the sea,source1_30890232_16,"Canada's role is to provide real estate space for rich Chinese, not much else, not even oil. No one cares about what Canadian think. That is the reality. From softwood, to keystone, you should know your worthiness, or worthless."
22229326,Harper boxes himself in on election timing,source1_22229326_87,"Canada is doing great, and you clowns want to hand it over to the empty headed hairdo? Wake up and grow up."
28731337,Stop whacking the one per cent,source1_28731337_94,The 1% is destroying Vancouver and Toronto and wherever they can park their ill gotten gains.
15560839,Canadian women deserve more than a 'revenge porn' law,source1_15560839_3,"A university professor should know that 'post hoc, ergo propter hoc' is a logical fallacy. There is no evidence that the video that preceded Rehtaeh Parsons's suicide caused that suicide."
11078082,"Put your money where your brain is, Canada",source1_11078082_5,Amazing. I can agree with Jeffrey for once!
25519272,The Iranian nuclear agreement is done. Now what?,source1_25519272_0,"Israel will now ratify the Nuclear Non-Proliferation Treaty, the Chemical Weapons Convention, and the Biological Weapons Convention. Just kidding!"
30106286,"More than ever, the world needs genetically modified crops",source1_30106286_10,"Yes. People have a right to irrational thoughts fears and beliefs, but those who run societies have an obligation to make sure that those people are allowed no ability whatsoever to affect reality."
7903921,Wynne's challenge: Offer Ontario a genuine menu of change,source1_7903921_0,"The bill of fare on the 'menu' has been left out too long... stale, unappealing and identified as political botulism."
20175261,How to stop an epidemic of native deaths,source1_20175261_13,"100% of the time, aboriginals dismiss any Canadian 'interference' in their affairs. So why call an Inquiry? Nothing will come of any recommendations."
16124681,"For common-law couples, 2013 was a 'we need to talk' year",source1_16124681_12,New laws that target cohabitation are being put in place because men are rejecting marriage for fear of the repercussions of divorce.
13469540,Pence and sensibility? A Jane Austen tenner isn't pound foolish,source1_13469540_6,Good column as always Elizabeth. How about Laura Secord?
23117898,Mr. Gym Teacher and the whistle (or how I aced sex ed),source1_23117898_9,"Reminds me of Spring Awakening, the musical currently playing in Toronto. Teenage girl didn't know she could get pregnant, given the misinformation her mother gave that suggested that she had to be married to have a baby."
28087304,The problem with no-fly lists goes beyond the unfair targeting of children,source1_28087304_6,The mere fact that the airlines had to be reminded just goes to show that common sense is not so common after all.
31510119,"When governments fund Olympic efforts over community sports, we all lose",source1_31510119_26,"'But the Robert Street rink has been closed since the 1990s.'I don't know the area, but how many indoor rinks have been built in Toronto since then? Didn't Loblaws turn part of the old Maple Leaf Gardens into a public skating rink?"
23760697,"With PKP, it has to be personal",source1_23760697_6,A politician who gets angry with everyone who points out the holes in his baseless personal opinions... and then lashes out with personal attacks. Never seen that kind in Canada.
24729955,"The new political math: Give me more, tax me less",source1_24729955_7,Sad but true. I guess that we get the kind of government that the voters deserve. A prime example would be the Liberals presently running Ontario.
26418815,Four take-aways from the leaders' debate,source1_26418815_18,ATorontoVtr 2 hours agoJunior was 5 coffees ahead of Harper and Mulcair last night.--------------...Steeve Cons always projecting and clueless?...JT doesn't drink coffee!...
